取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"串焼き","黒チーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"串焼き","うずら肉巻き串","","",275,2,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"串焼き","つくね","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"ビール","生ビール","生ジョッキ","",660,3,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"単品料理","タコのネギだく","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"サワー","こだわりレモン【メガ】","メガレモンサワー","",880,4,0,0,-,0,"",0,0,0,0
HD0020260204183038320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DB07186607448669808BED688520691,"単品料理","肉野菜炒め","","",825,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,2026/02/04,20:33:23,2026/02/04,21:07:11,2552,2552,232,0,2552,232,10552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,1,7,00:33:47,"T11",0001,"佐藤舞桜","未設定",15D09A942943424C8EDA0CD27172BD27,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15D09A942943424C8EDA0CD27172BD27,"串焼き","つくね","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15D09A942943424C8EDA0CD27172BD27,"ソフトドリンク","ジャスミン茶","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15D09A942943424C8EDA0CD27172BD27,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15D09A942943424C8EDA0CD27172BD27,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15D09A942943424C8EDA0CD27172BD27,"単品料理","ししゃも","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204203413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15D09A942943424C8EDA0CD27172BD27,"串焼き","焼き鳥【皮】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,2026/02/04,19:06:25,2026/02/04,21:09:16,12056,12056,1096,0,12056,1096,0,12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,02:02:51,"T7",0001,"只野翔慎","未設定",EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","ミニトマト肉巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"アルコール","かめやハイボール","メガかめやハイボール","",880,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"アルコール","かめやハイボール","かめやハイボール","",550,3,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"焼酎","吉四六（麦）","ロック","",715,4,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"お通し","お通し","女性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"ソフトドリンク","グレフル【100%】","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","紅生姜巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"串焼き","豆苗しゃぶ串","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"ソフトドリンク","お冷","","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"単品料理","ネギトロユッケ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260204190720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAE8B265ABBC4CE2BDA1CD4B785B2E9D,"単品料理","炙り明太子","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260204173318658,2026/02/04,17:29:30,2026/02/04,21:09:58,11356,11356,1032,0,11356,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,03:40:28,"T3",0001,"佐藤舞桜","未設定",DFD56CFE9D394AD6AB16777253D115DC,"串焼き","アスパラ肉巻き","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","椎茸肉巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","えびしそチーズおろしポン酢","","",365,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"ビール","生ビール","生ジョッキ","",660,4,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"サワー","こだわり酒場のレモンサワー","通常","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"ソフトドリンク","ウーロン茶","","",385,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"お通し","お通し","男性","",330,3,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","紅生姜巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","豆苗しゃぶ串","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","お好み焼き串","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204173318658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFD56CFE9D394AD6AB16777253D115DC,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,2026/02/04,21:12:37,2026/02/04,22:08:18,3333,3333,303,0,3333,303,0,0,0,0,0,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,00:55:40,"T9",0001,"近澤幹人","未設定",C0BAD05FDA094EFDAF6905354FCE68B3,"串焼き","のりチーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"串焼き","うずら肉巻き串","","",275,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"サワー","カルピスサワー","カルピスサワー","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204211310303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0BAD05FDA094EFDAF6905354FCE68B3,"ソフトドリンク","お冷","","",0,2,0,0,-,0,"",0,0,0,0
HD0020260204193902191,2026/02/04,19:38:05,2026/02/04,22:25:08,11385,11385,1035,0,11385,1035,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,35,02:47:03,"T5",0001,"只野翔慎","未設定",829B242CF23D44D9988BC3038EAB4EC6,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"串焼き","アスパラ肉巻き","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"串焼き","椎茸肉巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"飲み放題ドリンク","フリードリンク","レモンサワー","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"飲み放題ドリンク","フリードリンク","生ビール","",0,11,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"飲み放題ドリンク","フリードリンク2","ジンソーダ","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"飲み放題ドリンク","フリードリンク2","ジントニック","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"飲み放題ドリンク","フリードリンク2","ハイボール","",0,5,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"コース","飲み放題","飲み放題2H","",2200,3,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"単品料理","ししゃも","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"ソフトドリンク","お冷","","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204193902191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829B242CF23D44D9988BC3038EAB4EC6,"単品料理","桃色片想いのチキン南蛮","","",858,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,2026/02/04,19:01:53,2026/02/04,22:27:24,12903,12903,1173,0,12903,1173,13003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,3,35,03:25:31,"T10",0001,"只野翔慎","未設定",73CCB5FECF3D4FDEAEA0B19D904A1DD6,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク","芋【水割り】","",0,12,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク","生ビール","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク","グレフルサワー","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク","梅酒【ソーダ】","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク2","ハイボール","",0,2,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク2","ウーロン茶","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"飲み放題ドリンク","フリードリンク2","ジャスミン茶","",0,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"コース","飲み放題","飲み放題2H","",2200,3,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"コース","飲み放題","飲み放題延長1H","",1100,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"お通し","お通し","女性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"串焼き","豚串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"単品料理","わさびと食べる紅生姜のだし巻き","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"単品料理","シャカシャカポテト","バーベキュー","",638,1,0,0,-,0,"",0,0,0,0
HD0020260204190235471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73CCB5FECF3D4FDEAEA0B19D904A1DD6,"単品料理","炙り明太子","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,2026/02/04,22:12:59,2026/02/04,23:41:58,17348,17348,1577,0,17348,1577,0,0,0,0,0,17348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,01:28:58,"T7",0001,"近澤幹人","未設定",E36B7DDC6C2D4050A32D31B91280E439,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"串焼き","アスパラ肉巻き","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"串焼き","椎茸肉巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"アルコール","かめやハイボール","ジンジャー","",660,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"アルコール","かめやハイボール","コーラ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"サワー","こだわり酒場のレモンサワー","通常","",550,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"ソフトドリンク","コーラ【瓶】","","",440,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"単品料理","漬物盛り合わせ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"単品料理","イカの一夜干し","","",858,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"単品料理","鶏唐揚げ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"単品料理","焼きおにぎり","","",418,2,0,0,-,0,"",0,0,0,0
HD0020260204221507119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E36B7DDC6C2D4050A32D31B91280E439,"串焼き","豚串","","",330,3,0,0,-,0,"",0,0,0,0
